id,leto,ime,sorta,drzava,velikost,znizana_cena,cena,ocena,ocenjevalec
119920,2019,Julien Sunier Regnie,Gamay,France,750,28.99,35.99,,
118777,2019,Vina Gonzalez Bastias Naranjo Valle De Maule (Orange Wine),Blend,Chile,750,29.99,34.99,,
119906,2019,Izadi Rioja Bianco,Blend,Spain,750,19.99,25.0,,
114983,2016,Lamy Pillot Morgeot Chassagne Montrachet,Pinot Noir,France,750,44.99,60.0,,
118255,2018,Jules Pierre Macon Villages,Chardonnay,France,750,19.99,25.0,,
25325,,Bartenura Prosecco Brut (U),Glera,Italy,750,12.97,19.99,,
117462,2014,Gard Cabernet Grand Klasse Reserve,Cabernet Sauvignon,United States,750,39.99,55.0,92,James Suckling - Jamessuckling.com
119911,2013,Izadi Rioja,Tempranillo / Tinto Fino / Tinta Roriz,Spain,750,19.99,30.0,93,James Suckling - Jamessuckling.com
119076,2019,Alasia Brachetto D'acqui,Brachetto,Italy,750,10.95,13.99,,
116471,2017,Coelheiros Tinto (Aragonez Alicante Bouchet),Blend,Portugal,750,15.99,20.0,90,Mark Squires - Robert Parker&#39;s Wine Advocate
113508,2018,Innocent Bystander Sauvignon Blanc,Sauvignon Blanc,New Zealand,750,12.29,19.99,,
119752,2018,Napa Cellars Chardonnay,Chardonnay,United States,750,16.0,25.99,90,Wine Enthusiast
115028,2015,Castano Hecula Monastrell Yecla,Mourvedre / Mataro / Monastrell / Garrut,Spain,750,9.19,12.0,,
115117,2017,Rileys Rows Chardonnay,Chardonnay,United States,750,29.89,35.0,,
107136,2015,Morgado Cellars Cabernet Sauvignon Sugarloaf Mountain,Cabernet Sauvignon,United States,750,149.99,150.0,95,Jeb Dunnuck - jebdunnuck.com
114454,2016,Owen Roe Sharecropper Merlot,Merlot,United States,750,15.0,19.99,,
116620,2018,Osmote Seneca Lake Riesling,Riesling,United States,750,16.99,19.0,,
114265,2016,Lamy Pillot Saint Aubin Argilliers,Pinot Noir,France,750,33.99,39.99,,
117917,2017,Domaine Collotte Marsannay Les Champsalomon,Pinot Noir,France,750,34.99,42.99,,
119952,2018,Chateau Ferran St. Pierre Bordeaux,Blend,France,750,15.98,20.0,,
21572,,Sutter Home Fre Red,Blend,United States,750,6.99,8.99,,
114391,2018,Pierre Sparr Alsace Riesling,Riesling,France,750,10.95,18.99,,
118652,2017,Domaine Henri Et Didier Delarange Volnay Vv,Pinot Noir,France,750,43.99,50.0,,
112591,2016,Domaine Bryczek Morey Saint Denis Clos Solon,Pinot Noir,France,750,49.99,65.0,,
110511,2017,Iconic Side Kick Cabernet,Cabernet Sauvignon,United States,750,13.98,19.99,,
109420,,Aubry Brut Rose Premier Cru,Blend,France,750,42.95,57.99,92,William Kelley - Robert Parker&#39;s Wine Advocate
119579,2018,Orin Swift Palermo,Cabernet Sauvignon,United States,750,49.01,73.99,,
116535,2016,Fuego Blanco Cabernet Franc Malbec,Blend,Argentina,750,24.5,29.99,92,Luis Gutierrez - Robert Parker&#39;s Wine Advocate
110592,,Gonzalez Byass Oloroso Dulce Solera 1847,Blend,Spain,750,24.98,29.99,91,Wine Enthusiast
114480,2005,Ravaut Corton Grand Cru Haut Mourottes,Pinot Noir,France,750,119.99,139.99,,
105844,2013,Voliero Brunello Di Montalcino,Sangiovese,Italy,750,52.97,60.0,93,Monica Larner - Robert Parker&#39;s Wine Advocate
112630,2012,Celler Pardas Aspriu Tinto Penedes,Blend,Spain,750,39.99,49.99,94,Guía Peñín
114379,2017,Leeuwin Estate Siblings Shiraz,Syrah / Shiraz,Australia,750,18.99,25.99,91,James Suckling - Jamessuckling.com
115339,2016,Krasno Sauvignonasse,Sauvignon Blanc,Slovenia,750,15.99,20.0,,
120066,2018,Clos Palet Vouvray,Chenin Blanc,France,750,12.99,16.0,,
115439,2017,Krupp Bros Chardonnay,Chardonnay,United States,750,59.99,75.99,96,Lisa Perrotti-Brown - Robert Parker&#39;s Wine Advocate
115976,2018,Dr. Konstantin Frank Semi Dry Riesling,Riesling,United States,750,11.9,18.99,,
119789,2019,Yarden Mount Hermon Red Northern Golan,Blend,Israel,750,8.99,13.99,,
55488,,Cupcake Prosecco,Glera,Italy,750,9.99,14.99,84,Cellar Tracker
118611,2019,Ben Haines Chardonnay Yarra Valley,Chardonnay,Australia,750,18.99,25.0,94,Gary Walsh - The Wine Front
113003,2018,Domaine Tariquet Sauvignon Blanc,Sauvignon Blanc,France,750,13.98,16.99,,
117306,2013,Royal Tokaji Szt. Tamas Single Vineyard 6 Puttonyos Aszu,Furmint,Hungary,500,124.99,149.99,10,Wine Enthusiast
117161,2016,Ravines Maximilien Red Blend,Blend,United States,750,21.79,29.99,,
118129,2019,Mistral Vallee Rose,Blend,France,750,9.99,11.99,,
114930,2018,Teperberg Impression Merlot Judean Hills,Merlot,Israel,750,15.95,19.99,,
114171,,Valentin Leflaive Brut Rose,Pinot Noir,France,750,66.99,79.99,93,Wine Enthusiast
118388,2017,Anselmo Mendes Curtimenta,Albarino/Alvarinho,Portugal,750,34.98,39.98,93,Mark Squires - Robert Parker&#39;s Wine Advocate
118374,2018,Robert Biale Black Chicken Zinfandel,Zinfandel,United States,375,29.99,34.99,,
102470,1998,Hafner Tba Chardonnay Barrique,Chardonnay,Austria,375,73.99,99.99,,
114637,2015,Viticcio Bere,Blend,Italy,3,59.99,80.0,,
110597,,Pocas Junior Ruby Port,Blend,Portugal,750,10.39,12.99,,
114813,2018,Marziano Abbona San Luigi Dogliani,Dolcetto,Italy,750,14.98,17.99,90,Antonio Galloni - Vinous
114986,2017,Fleur De California Pinot Noir Carneros,Pinot Noir,United States,750,14.98,19.99,,
118884,2016,Domaine Odoul Coquard Charmes Chambertin Grand Cru,Pinot Noir,France,750,145.99,165.99,91,Neal Martin - Robert Parker&#39;s Wine Advocate
116351,2017,Jezreel Adumim Red,Blend,Israel,750,22.99,29.99,,
115477,2017,Esporao Private Selection White,Semillon,Portugal,750,22.98,25.98,92,Wine Enthusiast
117889,2015,Produttori Del Barbaresco Riserva Ovello Magnum,Nebbiolo,Italy,1,144.99,169.99,97,Wine Enthusiast
118370,2017,Abadia Da Cova Tinto Ecoloxico,Mencia/Jaen,Spain,750,19.99,23.99,,
25220,,Hartley & Gibson Amontillado S,Sherry Varieties,Spain,750,8.97,11.99,,
119254,2016,Bruna Grimaldi Barolo Badarina,Nebbiolo,Italy,750,44.97,90.0,97,Wine Enthusiast
120338,2018,Selbach Oster Zeltinger Schlossberg Beerenauslese Riesling,Riesling,Germany,375,85.99,111.99,95,Stephan Reinhardt - Robert Parker&#39;s Wine Advocate
9846,,Domaine Chandon Brut Rose,Blend,United States,750,17.99,25.99,85,Cellar Tracker
118199,2019,Domaine Moulin La Viguerie 'les Falaises De Braise' Tavel Rose,Blend,France,750,16.99,19.99,,
103844,,Dalva 10 Years Old,Port Varieties,Portugal,375,17.98,22.5,92,Decanter
116284,2017,Cantina Valpantena Valpolicella Ripasso,Blend,Italy,750,11.98,16.99,,
13529,,Krug Grand Cuvee Champagne,Blend,France,750,165.5,237.99,97,Wine Spectator
114174,2017,Domaine De La Pirolette Saint Amour,Gamay,France,750,18.49,24.99,93,Wine Enthusiast
114324,2018,Cuvaison Estate Sauvignon Blanc,Sauvignon Blanc,United States,750,15.39,25.99,92,James Suckling - Jamessuckling.com
114073,,Fitvine Cabernet,Cabernet Sauvignon,United States,750,11.98,14.99,,
110477,2017,Grgich Hills Chardonnay,Chardonnay,United States,375,21.99,27.99,,
119103,2018,Domaine Coillot Bourgogne Rouge,Pinot Noir,France,750,24.99,35.0,,
117401,2018,Barkan Classic Pinot Noir,Pinot Noir,Israel,750,9.99,13.99,,
115950,2017,Robert Mondavi Napa Chardonnay,Chardonnay,United States,750,19.99,28.99,,
114594,2016,Tzuba Cabernet Sauvignon Judean Hills,Cabernet Sauvignon,Israel,750,21.97,26.97,,
118139,2019,Chateau Valcombe Ventoux Rose,Blend,France,750,14.99,19.49,,
118418,2019,Mayr Gruner Veltliner,Gruner Veltliner,Austria,1,12.99,16.98,,
116763,2018,Domaine Jean Marc Burgaud Morgon Grands Cras,Gamay,France,750,18.98,24.99,93,William Kelley - Robert Parker&#39;s Wine Advocate
116430,2017,Bodegas Alto Moncayo Veraton,Grenache / Garnacha,Spain,750,23.99,34.99,,
114450,2018,La Resistance Cotes Du Rhone,Blend,France,750,11.99,19.99,,
107771,,Julien Braud La Bulle De Louest Brut 750ml,Melon,France,750,19.59,25.0,,
117673,2018,Butternut Chardonnay,Chardonnay,United States,750,13.98,17.98,,
119559,2016,Glazebrook Merlot,Merlot,New Zealand,750,15.99,20.0,,
118296,2019,Alpha Estate Sauvignon Blanc,Sauvignon Blanc,Greece,750,18.8,24.99,,
119513,2019,Emmolo Sauvignon Blanc Napa Valley,Sauvignon Blanc,United States,750,19.99,40.0,,
112155,2018,Chateau Gassier Le Pas Du Moine,Blend,France,750,27.99,23.99,91,Wine Enthusiast
118618,2019,Domaine Skouras Zoe Rose,Blend,Greece,750,11.99,15.99,,
115337,2018,Domaine De Clayou Anjou Blanc,Chenin Blanc,France,750,15.99,20.0,,
116830,2017,Domaine Goufier Mercurey La Charmee,Pinot Noir,France,750,35.99,44.0,,
117806,2017,Barton & Guestier Chateauneuf Du Pape,Blend,France,750,31.98,39.99,,
111688,2016,Tabor Adama Cabernet Sauvignon,Cabernet Sauvignon,Israel,750,15.97,21.99,,
119982,2018,Badenhorst Red Blend Secateurs,Blend,South Africa,750,12.99,16.99,,
117442,2017,Albert Mann Riesling Cuvee Albert,Riesling,France,750,26.98,32.99,,
119676,2019,Dalton Canaan Red (U),Blend,Israel,750,12.99,16.99,,
109612,2015,El Coto Rioja Crianza,Tempranillo / Tinto Fino / Tinta Roriz,Spain,375,6.99,11.99,86,Wine Enthusiast
119554,2018,Chateau Blouin,Blend,France,750,10.99,15.0,,
118216,2018,Ruffino Chianti,Sangiovese,Italy,375,4.98,7.99,,
116108,2017,Ancient Peaks Cabernet Sauvignon,Blend,United States,750,14.57,19.99,,
117100,2018,Mouton Noir Opp (Other People's Pinot) Pinot Noir,Pinot Noir,United States,750,15.39,21.99,,
118714,2019,Brokenwood Semillon,Semillon,Australia,750,15.99,25.0,95,James Halliday - Australian Wine Companion
119779,2015,Antoniolo Gattinara,Nebbiolo,Italy,375,22.49,29.99,,
118685,2018,Enroute Russian River Valley Pinot Noir Les Pommiers,Pinot Noir,United States,750,39.99,69.99,,
118142,2019,Bastide Du Claux Luberon Rose,Blend,France,750,15.99,20.79,,
117330,2018,Paul Jaboulet Hermitage La Chapelle,Syrah / Shiraz,France,750,189.99,279.0,98,Joe Czerwinski - Robert Parker&#39;s Wine Advocate
118746,2016,Marquis De Mons,Blend,France,750,29.93,38.99,,
119552,2019,Sunday Mountain Sauvignon Blanc,Sauvignon Blanc,New Zealand,750,12.99,16.0,,
118577,2018,Bernard Moreau Bourgogne Passetoutgrain,Chardonnay,France,750,24.99,34.99,,
118386,2018,Anselmo Mendes Muros De Melgaco,Albarino/Alvarinho,Portugal,750,24.98,34.99,92,Mark Squires - Robert Parker&#39;s Wine Advocate
117276,2017,Grgich Hills Fume Blanc,Sauvignon Blanc,United States,750,24.99,33.99,90,Tastings.com (Beverage Testing Institute)
118514,2014,Tenet Syrah Le Fervent,Blend,United States,750,14.99,19.99,,
114035,2018,Muralhas De Moncao Rose,Blend,Portugal,750,7.99,9.99,,
120105,2019,"Domaine Jacky Marteau ""Lulu"" Sauvignon Blanc",Sauvignon Blanc,France,750,11.99,16.99,,
118861,2019,Bougetz Cellars Parched Napa Sauvignon Blanc,Sauvignon Blanc,United States,750,17.99,20.0,,
114158,2017,Round Pond Kith & Kin Cabernet,Blend,United States,750,28.66,34.99,,
118015,2014,San Leonardo 'san Leonardo' Rosso,Blend,Italy,750,56.94,96.0,92,Monica Larner - Robert Parker&#39;s Wine Advocate
117886,2012,Alessandro Rivetto Barolo Serralunga D'alba,Nebbiolo,Italy,750,49.99,59.99,92,Decanter
116504,2019,Walnut Block Sauvignon Blanc,Sauvignon Blanc,New Zealand,750,9.95,12.99,,
92843,2007,Chateau D'yquem Sauternes 375 Ml,Blend,France,375,174.99,249.99,98,Neal Martin - Robert Parker&#39;s Wine Advocate
113628,2018,Ah So Garnacha Rose(Can) 250 M,Grenache / Garnacha,Spain,250,3.99,4.99,,
118545,2019,Wolffer Estate Finca Wolffer Rose,Blend,Argentina,750,13.99,17.99,,
115455,2017,Ruffino Chianti Superiore,Sangiovese,Italy,750,9.29,13.99,,
101096,,S.Anna V8+ Cuvee Rose,Raboso Veronese,Italy,750,14.99,17.99,,
113406,2018,Monkey Bay Sauvignon Blanc Marlborough,Sauvignon Blanc,New Zealand,750,8.09,13.99,,
116479,2016,Fiuza Babu Reserva,Blend,Portugal,750,19.99,25.0,90,Wine Enthusiast
116999,2019,Three Brooms Sauvignon Blanc,Sauvignon Blanc,New Zealand,750,12.9,16.99,90,Wine Enthusiast
106227,2016,Maison Deux Fleurs Coteaux Bourguignons,Blend,France,750,14.99,30.0,90,Tastings.com (Beverage Testing Institute)
114412,2015,Bodegas Olarra Summa Rioja,Blend,Spain,750,29.99,75.0,92,Josh Raynolds - Vinous Media
65327,,Tavernello Vino Bianco,Blend,Italy,750,4.99,6.49,,
119020,2014,Aldina Vineyards Cabernet Sauvignon,Cabernet Sauvignon,United States,750,59.99,65.0,,
118246,2017,Ernest The Engineer Pinot Noir,Pinot Noir,United States,750,49.99,54.0,91,James Suckling - Jamessuckling.com
115505,2011,Coelho Winery Paciencia Pinot Noir,Pinot Noir,United States,750,39.99,45.0,,
120216,2017,Pedra Cancela Selecao Enologo,Blend,Portugal,750,9.99,12.99,,
119989,2015,Andrew Will Sorella Champoux Vineyard Horse Heaven Hills,Blend,United States,750,71.99,85.99,98,William Kelley - Robert Parker&#39;s Wine Advocate
120111,2017,Grapesmith & Crusher Cabernet Sauvignon,Cabernet Sauvignon,United States,750,14.99,20.99,,
120384,2018,Les Darons By Jeff Carrel,Blend,France,750,9.9,12.99,90,Jeb Dunnuck - jebdunnuck.com
117073,2017,Bogle Cabernet Sauvignon,Cabernet Sauvignon,United States,750,8.99,12.99,,
117529,2016,Conceito Vintage Port,Port Varieties,Portugal,750,59.99,89.99,91,Wine Spectator
48589,,Ca' Furlan Prosecco,Glera,Italy,750,8.24,12.99,90,International Wine Review
113352,,West + Wilder Sparkling Rose Can,Blend,United States,250,5.99,8.99,,
118627,2019,Argiolas Costamolino,Vermentino,Italy,750,10.95,16.99,,
118373,2017,Melville Estate Pinot Noir,Pinot Noir,United States,750,29.97,39.99,95,Wine Enthusiast
117730,2016,Henry Fuchs Riesling Hagel,Riesling,Austria,750,33.99,44.99,,
118727,2019,Nevada County Wine Guild Our Daily Red,Blend,United States,750,6.99,9.99,,
119466,2019,Honoro Vera Garnacha,Grenache / Garnacha,Spain,750,7.34,8.98,,
120090,2019,Duckhorn Decoy Chardonnay,Chardonnay,United States,750,11.03,21.99,,
117670,2018,Frank Family Chardonnay,Chardonnay,United States,750,29.99,44.99,90,Jeb Dunnuck - jebdunnuck.com
117361,2019,Jam Jar Sweet Shiraz,Syrah / Shiraz,South Africa,750,6.67,13.99,,
114907,2018,Defaix Freres Bourgogne Rouge,Pinot Noir,France,750,19.99,29.99,,
118814,2013,Barlow Vineyards Barrouge Cabernet Sauvignon,Cabernet Sauvignon,United States,750,39.99,50.0,92,Antonio Galloni - Vinous
117363,2017,Bogle Old Vine Zinfandel,Zinfandel,United States,750,8.98,12.99,,
114680,2011,Marcelo Pelleriti Cuvee Especial Red Blend,Blend,Argentina,750,89.99,100.0,94,Luis Gutierrez - Robert Parker&#39;s Wine Advocate
46095,,Patrick Bottex Bugey Cerdon La Cueille,Blend,France,750,16.98,23.99,85,Wine Spectator
115179,2017,Stags Leap W.C. Artemis Cabernet Sauvignon,Blend,United States,750,54.09,74.99,,
118495,2016,Battle Family Cabernet,Cabernet Sauvignon,United States,750,79.99,125.0,93,Wine Enthusiast
115556,2019,Kim Crawford Sauvignon Blanc Can 250ml,Sauvignon Blanc,United States,250,4.99,5.99,,
118883,2018,Penfolds Koonunga Hills Shiraz/Cabernet,Blend,Australia,750,8.99,13.99,,
117884,2018,Conundrum White,Blend,United States,750,12.0,29.99,,
119404,2018,Coppola Diamond Cabernet Sauvignon,Cabernet Sauvignon,United States,750,13.09,19.99,,
116990,2017,Santa Duc Cotes Du Rhone Vieilles Vignes,Blend,France,750,14.99,18.0,,
114952,2017,Hearst Bunkhouse Cabernet,Blend,United States,375,14.99,17.99,,
116074,2017,Shiloh Cabernet Sauvignon Secret Reserve,Cabernet Sauvignon,Israel,750,35.99,43.99,,
120329,2018,Montepeloso A Quo,Blend,Italy,750,17.98,24.99,,
116089,2017,Outpost Howell Mountain Zinfandel,Zinfandel,United States,750,49.9,59.99,92,Jeb Dunnuck - jebdunnuck.com
117735,2018,Ioppa Nebbiolo Colline Novaresi,Nebbiolo,Italy,750,18.99,24.0,,
113838,2014,Jason Stephens Estate Merlot Santa Clara Valley,Blend,United States,750,16.98,19.99,94,Tastings.com (Beverage Testing Institute)
119890,2018,The Snitch Chardonnay Napa Valley,Chardonnay,United States,750,20.98,29.99,,
30290,,Rosenblum Cellars Vintner's Cuvee Zinfandel,Zinfandel,United States,750,9.09,15.99,86,Wine Spectator
112040,2018,Pedra Cancela Dao Rose,Touriga Nacional,Portugal,750,9.99,13.99,,
119561,2016,Mont Redon Lirac,Blend,France,750,23.99,29.0,92,Jeb Dunnuck - jebdunnuck.com
117283,2014,Benziger Pinot Noir Sonoma Coast,Pinot Noir,United States,750,15.99,25.99,,
117668,2017,Ghost Pines Cabernet Sauvignon,Cabernet Sauvignon,United States,750,15.09,19.99,,
117795,2019,Maui Marlborough Sauvignon Blanc,Sauvignon Blanc,New Zealand,750,14.99,18.99,,
119200,2018,Hugel Riesling,Riesling,France,750,16.98,25.0,90,Wine Enthusiast
117400,2018,Barkan Classic Merlot   Argaman,Blend,Israel,750,8.99,13.99,,
117441,2017,Albert Mann Steingrubler Gewurztraminer Grand Cru,Gewurztraminer,France,750,34.99,41.99,,
108795,2015,Domaine Vincent Ravaut Ladoix Bois Roussot 1er Cru,Pinot Noir,France,750,44.99,60.0,,
117191,2017,Jean Marc Pillot Chassagne Montrachet Les Masures,Chardonnay,France,750,64.99,89.99,89,Allen Meadows - Burghound
114801,2018,Fuenteseca Bobal Cabernet,Blend,Spain,750,10.25,26.99,,
117773,2018,Chateau Le Breton Bordeaux Superieur,Merlot,France,750,11.98,14.99,,
43850,,Gruet Brut,Blend,United States,750,10.97,14.99,89,Wine Spectator
119751,2017,Eberle Cabernet Sauvignon Vineyard Select,Cabernet Sauvignon,United States,750,19.98,25.99,91,Wine Enthusiast
117114,2017,Quinta De Cabriz Dao,Blend,Portugal,375,3.99,6.99,,
117952,2013,Materra Cunat Reserve Red,Merlot,United States,750,110.0,110.0,92,Wine Enthusiast
88982,,Castellroig Brut Rose Cava,Trepat,Spain,750,13.25,18.99,90,Wine &amp; Spirits
118298,2015,Sokol Blosser Dundee Pinot Noir,Pinot Noir,United States,750,34.99,44.99,92,James Suckling - Jamessuckling.com
118520,2015,Heitz Cabernet Sauvignon,Cabernet Sauvignon,United States,750,47.99,74.99,95,Wine Enthusiast
113333,2017,Ferrari Carano Chardonnay,Chardonnay,United States,750,15.75,24.99,,
118297,2017,Xavier Besson Petit Pretans Givry Rouge 1er Cru,Pinot Noir,France,750,31.99,44.99,,
118089,2016,Bodegas Muga Reserva,Blend,Spain,750,24.99,30.0,,
115675,2018,Produttori Nebbiolo Langhe,Nebbiolo,Italy,750,19.98,24.99,,
118834,2018,Qupe Y Block Chardonnay Bien Nacido,Chardonnay,United States,750,15.98,19.99,,
119518,2019,Rombauer Carneros Chardonnay,Chardonnay,United States,750,35.1,53.99,,
118008,2015,Caparzo Brunello Di Montalcino,Sangiovese,Italy,750,34.99,39.99,93,Monica Larner - Robert Parker&#39;s Wine Advocate
114791,2016,Fine Disregard 'milhouse Vineyard' Semillon,Semillon,United States,750,29.99,34.99,,
119277,2015,Mocali Brunello Di Montalcino,Sangiovese,Italy,750,36.0,50.0,92,Eric Guido - Vinous Media
116098,2018,Chateau Greysac Le Blanc,Sauvignon Blanc,France,750,19.95,25.0,,
76699,,Chocolate Shop Chocolate Red,Zinfandel,United States,750,7.95,16.99,,
117056,2017,Routestock Cabernet Sauvignon,Blend,United States,750,19.49,28.99,,
118875,2018,Ravoire & Fils Rhone To The Bone Rose,Blend,France,750,12.98,17.99,,
119540,2018,Moon Apoge Lirac Blanc,Blend,France,750,22.94,28.0,,
119681,2018,Lanzur Reserva Pinot Noir (U),Pinot Noir,Chile,750,8.99,10.99,,
20706,,Baron Herzog Blanc De Blanc Brut Champagne,Chenin Blanc,France,750,11.99,14.99,,
118461,2017,Hirsch San Andreas Fault Pinot Noir,Pinot Noir,United States,375,27.99,44.99,,
119156,2019,Toucas Vinho Verde,Blend,Portugal,750,7.98,10.99,,
119994,2018,Domaine Barat Chablis 1er Cru Mont De Milieu,Chardonnay,France,750,39.99,49.99,90,Neal Martin - Vinous Media
117356,2017,Buisson Charles Meursault Les Tessons,Chardonnay,France,750,89.99,109.99,,
120192,2018,Domaine Berthaut Gerbet Bourgogne Haut Cotes De Nuits,Pinot Noir,France,750,34.99,49.99,,
119691,2019,Rombauer Carneros Chardonnay Half Bottle,Chardonnay,United States,375,19.99,24.99,,
110776,2017,Esporao Verdelho,Verdelho,Portugal,750,10.99,13.99,,
118257,2018,Richter Graacher Himmelreich Kabinett Riesling,Riesling,Germany,750,22.99,29.99,90,Stephan Reinhardt - Robert Parker&#39;s Wine Advocate
119961,2016,Vinedo De Los Vientos Tannat,Tannat,Uruguay,750,15.94,19.0,,
119453,2018,Ramey Russian River Chardonnay,Chardonnay,United States,375,21.99,28.99,,
15394,,Piper Heidsieck Brut,Blend,France,750,43.09,54.99,92,John Gilman - View from the Cellar
120323,2019,Barone Di Villagrande Rosso,Blend,Italy,750,17.99,25.99,,
119293,2016,Ferrando Carema Etichetta Nera,Nebbiolo,Italy,750,93.99,109.99,,
119198,2018,Silvano Follador Prosecco Superiore Brut Nature,Glera,Italy,750,24.99,35.0,,
120094,2016,Cabreo Il Borgo,Blend,Italy,750,34.95,44.99,,
114971,2017,Ancient Peaks Zinfandel,Blend,United States,750,13.98,19.99,,
120083,2018,Cakebread Cellars Sauvignon Blanc Napa Valley,Sauvignon Blanc,United States,750,26.99,33.99,88,Lisa Perrotti-Brown - Robert Parker&#39;s Wine Advocate
116097,2017,Chateau Bellevue Entre Deux Mer Blanc,Blend,France,750,12.67,15.99,,
118515,2016,Tenet Syrah The Pundit,Blend,United States,750,14.99,19.99,,
118252,2018,Gehricke Russian River Valley Chardonnay,Chardonnay,United States,750,22.5,29.99,,
13154,,Taylor Fladgate 20 Year Tawny Port,Port Varieties,Portugal,750,39.99,55.99,92,Wine Spectator
120095,2018,Stellenbosch Vineyards Pinotage,Pinotage,South Africa,750,14.99,18.99,,
114490,,Borgo Reale Prosecco (U),Prosecco,Italy,750,14.99,19.99,,
112886,2018,Margaretts Vineyard Chardonnay,Chardonnay,United States,750,11.49,14.99,,
113924,2010,Capanne Ricci Brunello Riserva,Sangiovese,Italy,750,99.99,109.99,93,Monica Larner - Robert Parker&#39;s Wine Advocate
117846,2017,Rocca Di Castagnoli Chianti Classico,Blend,Italy,750,19.98,29.99,92,James Suckling - Jamessuckling.com
119511,2019,Cupcake Rose,Blend,United States,375,4.99,6.99,,
117206,2017,Trefethen Cabernet Sauvignon Oak Knoll District,Blend,United States,750,45.0,58.99,92,James Suckling - Jamessuckling.com
109453,2016,Mastroberardino Greco Di Tufo Nova Serra,Greco,Italy,750,19.59,23.99,90,Wine &amp; Spirits
116375,2018,Robert Mondavi Private Selection Cabernet Sauvignon Central Coast,Cabernet Sauvignon,United States,750,8.29,12.99,,
8349,,Lucien Albrecht Cremant D'alsace Brut Rose,Pinot Noir,France,750,14.34,19.99,88,Wine &amp; Spirits
116811,,Rasno Goriska Brda Sparkling Rebula,Ribolla Gialla,Slovenia,750,14.99,20.0,,
118756,2015,Moulin De La Lagune Haut Medoc Rouge,Blend,France,750,29.99,38.99,,
118221,,Teperberg Vision Semi Dry White,Blend,Israel,750,8.99,12.99,,
112625,2017,Weingut Schodl St. Laurent,Saint Laurent,Austria,750,15.99,20.99,,
118731,2018,Castello Di Volpaia Chianti Classico,Sangiovese,Italy,750,19.88,24.99,,
97241,,Famiglia Carafoli L'onesta Lambrusco Di Sorbara Dry Rose Nv,Lambrusco,Italy,750,11.99,15.0,,
114247,2017,Domaine Pegau Chateauneuf Du Pape Cuvee Reserve,Blend,France,750,49.99,89.99,94,Joe Czerwinski - Robert Parker&#39;s Wine Advocate
115270,2017,King Estate Acrobat Pinot Noir,Pinot Noir,United States,750,13.33,19.99,,
114311,2018,Eva Fricke Mellifluous Elements Riesling,Riesling,Germany,750,17.99,21.99,,
82542,,Tomasello Red Raspberry Moscato,Blend,United States,750,7.99,9.99,92,Tastings.com (Beverage Testing Institute)
117847,2016,Chateau Du Cedre Cahors,Malbec,France,750,24.98,29.99,91,Wine Enthusiast
117417,2019,Badenhorst Chenin Blanc Secateurs,Chenin Blanc,South Africa,750,11.99,16.99,,
117402,2019,Baron Herzog White Zinfandel,Zinfandel,United States,750,6.97,9.99,,
114292,,Toques Et Clochers Haute Vallee Cremant De Limoux,Blend,France,750,15.79,20.99,,
118224,2016,"Weinbach Pinot Noir ""S""",Pinot Noir,France,750,93.99,159.99,92,Stephan Reinhardt - Robert Parker&#39;s Wine Advocate
118171,2018,Meiomi Rose,Pinot Noir,United States,750,13.09,19.49,,
118555,2019,Terlano Pinot Grigio,Pinot Gris / Pinot Grigio,Italy,750,16.95,22.99,,
117639,,Baron Herzog Cabernet Jeunesse,Cabernet Sauvignon,United States,750,10.99,14.99,,
118202,2018,Frogs Leap Zinfandel,Blend,United States,750,24.0,35.99,,
118283,2018,Pierre Marie Chermette Coeur De Vendanges,Gamay,France,750,23.99,29.99,92,William Kelley - Robert Parker&#39;s Wine Advocate
118654,2018,Langoureau St Aubin 1er Cru En Remilly,Chardonnay,France,750,40.99,50.0,,
120199,2019,Andeluna Cellars 1300 Chardonnay,Chardonnay,Argentina,750,12.99,20.0,,
120277,2019,Spottswoode Sauvignon Blanc Napa Valley,Sauvignon Blanc,United States,750,34.99,45.0,,
114484,2016,Clay Shannon Cabernet Sauvigon Napa County / Lake County,Cabernet Sauvignon,United States,750,27.49,32.99,,
120349,2016,Carlos Moro Oinoz Crianza Rioja,Tempranillo / Tinto Fino / Tinta Roriz,Spain,750,16.99,19.99,,
40200,,Graham's 20 Year Tawny Port,Port Varieties,Portugal,750,42.97,59.99,94,James Suckling - Jamessuckling.com
115830,2016,Kir Yianni Ramnista Xinomavro,Xinomavro,Greece,750,20.95,29.99,,
114603,,Cavicchioli 1928 Prosecco,Glera,Italy,750,10.09,14.0,,
118214,2018,Chateau Musar Jeune Rouge,Blend,Lebanon,750,16.95,21.99,,
114325,2015,Hugel Pinot Noir,Pinot Noir,France,750,14.99,19.99,91,Wine Enthusiast
116409,2018,Elena Walch Pinot Grigio Castel Ringberg,Pinot Gris / Pinot Grigio,Italy,750,20.99,26.99,,
119193,2016,Hendry Block 7 & 22 Zinfandel,Zinfandel,United States,750,29.69,39.99,91,Wine Enthusiast
119675,2019,Dalton Canaan Moscato (U),Muscat,Israel,750,11.99,14.99,,
106015,2017,Echeverria Cabernet Sauvignon,Cabernet Sauvignon,Chile,750,8.99,14.29,,
103145,2013,Nine Mile Road Shiraz,Syrah / Shiraz,Australia,750,9.99,17.99,,
114673,2018,Rapport Napa Chardonnay,Chardonnay,United States,750,39.99,49.99,,
